cpp_line	cpp_opcode	cpp_value	cpp_status	cpp_connection	rust_const	notes
1204	SMSG_CALENDAR_SEND_CALENDAR	0x268B	STATUS_NEVER	CONNECTION_TYPE_REALM	CalendarSendCalendar	-
1205	SMSG_CALENDAR_SEND_EVENT	0x268C	STATUS_NEVER	CONNECTION_TYPE_REALM	CalendarSendEvent	-
1206	SMSG_CALENDAR_SEND_NUM_PENDING	0x269C	STATUS_NEVER	CONNECTION_TYPE_REALM	CalendarSendNumPending	-
1207	SMSG_CAMERA_EFFECT	0x2726	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CameraEffect	-
1208	SMSG_CANCEL_AUTO_REPEAT	0x26DE	STATUS_NEVER	CONNECTION_TYPE_REALM	CancelAutoRepeat	-
1209	SMSG_CANCEL_COMBAT	0x294B	STATUS_NEVER	CONNECTION_TYPE_REALM	CancelCombat	-
1210	SMSG_CANCEL_ORPHAN_SPELL_VISUAL	0x2C43	STATUS_NEVER	CONNECTION_TYPE_REALM	CancelOrphanSpellVisual	-
1211	SMSG_CANCEL_PING_PIN	0xBADD	STATUS_NEVER	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1212	SMSG_CANCEL_PRELOAD_WORLD	0x2596	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CancelPreloadWorld	-
1213	SMSG_CANCEL_SCENE	0x2637	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	CancelScene	-
1214	SMSG_CANCEL_SPELL_VISUAL	0x2C41	STATUS_NEVER	CONNECTION_TYPE_REALM	CancelSpellVisual	-
1215	SMSG_CANCEL_SPELL_VISUAL_KIT	0x2C45	STATUS_NEVER	CONNECTION_TYPE_REALM	CancelSpellVisualKit	-
1216	SMSG_CAN_DUEL_RESULT	0x2947	STATUS_NEVER	CONNECTION_TYPE_REALM	CanDuelResult	#NEXT.R8.ENTITIES.891 serializer in wow-packet/misc.rs; sent by represented handle_can_duel
1217	SMSG_CAN_REDEEM_TOKEN_FOR_BALANCE_RESPONSE	0x2817	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CanRedeemTokenForBalanceResponse	-
1218	SMSG_CAPTURE_POINT_REMOVED	0xBADD	STATUS_NEVER	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1219	SMSG_CAST_FAILED	0x2C54	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	CastFailed	-
1220	SMSG_CHAIN_MISSILE_BOUNCE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1221	SMSG_CHALLENGE_MODE_COMPLETE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1222	SMSG_CHALLENGE_MODE_REQUEST_LEADERS_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1223	SMSG_CHALLENGE_MODE_RESET	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1224	SMSG_CHALLENGE_MODE_START	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1225	SMSG_CHALLENGE_MODE_UPDATE_DEATH_COUNT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1226	SMSG_CHANGE_PLAYER_DIFFICULTY_RESULT	0x3004	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ChangePlayerDifficultyResult	-
1227	SMSG_CHANGE_REALM_TICKET_RESPONSE	0x280A	STATUS_NEVER	CONNECTION_TYPE_REALM	ChangeRealmTicketResponse	#NEXT.R8.ENTITIES.858 serializer/callsite represented-complete
1228	SMSG_CHANNEL_LIST	0x2BC4	STATUS_NEVER	CONNECTION_TYPE_REALM	ChannelList	-
1229	SMSG_CHANNEL_NOTIFY	0x2BC1	STATUS_NEVER	CONNECTION_TYPE_REALM	ChannelNotify	-
1230	SMSG_CHANNEL_NOTIFY_JOINED	0x2BC2	STATUS_NEVER	CONNECTION_TYPE_REALM	ChannelNotifyJoined	-
1231	SMSG_CHANNEL_NOTIFY_LEFT	0x2BC3	STATUS_NEVER	CONNECTION_TYPE_REALM	ChannelNotifyLeft	-
1232	SMSG_CHARACTER_CHECK_UPGRADE_RESULT	0x27C2	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CharacterCheckUpgradeResult	-
1233	SMSG_CHARACTER_LOGIN_FAILED	0x2705	STATUS_NEVER	CONNECTION_TYPE_REALM	CharacterLoginFailed	-
1234	SMSG_CHARACTER_OBJECT_TEST_RESPONSE	0x278E	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CharacterObjectTestResponse	-
1235	SMSG_CHARACTER_RENAME_RESULT	0x2767	STATUS_NEVER	CONNECTION_TYPE_REALM	CharacterRenameResult	-
1236	SMSG_CHARACTER_UPGRADE_ABORTED	0x27C1	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CharacterUpgradeAborted	-
1237	SMSG_CHARACTER_UPGRADE_COMPLETE	0x27C0	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CharacterUpgradeComplete	-
1238	SMSG_CHARACTER_UPGRADE_MANUAL_UNREVOKE_RESULT	0x27C3	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CharacterUpgradeManualUnrevokeResult	-
1239	SMSG_CHARACTER_UPGRADE_STARTED	0x27BF	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CharacterUpgradeStarted	-
1240	SMSG_CHAR_CUSTOMIZE_FAILURE	0x26E2	STATUS_NEVER	CONNECTION_TYPE_REALM	CharCustomizeFailure	-
1241	SMSG_CHAR_CUSTOMIZE_SUCCESS	0x26E3	STATUS_NEVER	CONNECTION_TYPE_REALM	CharCustomizeSuccess	-
1242	SMSG_CHAR_FACTION_CHANGE_RESULT	0x27AC	STATUS_NEVER	CONNECTION_TYPE_REALM	CharFactionChangeResult	-
1243	SMSG_CHAT	0x2BAD	STATUS_NEVER	CONNECTION_TYPE_REALM	Chat	-
1244	SMSG_CHAT_AUTO_RESPONDED	0x2BB8	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ChatAutoResponded	-
1245	SMSG_CHAT_CAN_LOCAL_WHISPER_TARGET_RESPONSE	0xBADD	STATUS_NEVER	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1246	SMSG_CHAT_DOWN	0x2BBE	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ChatDown	-
1247	SMSG_CHAT_IGNORED_ACCOUNT_MUTED	0x2BAC	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ChatIgnoredAccountMuted	-
1248	SMSG_CHAT_IS_DOWN	0x2BBF	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ChatIsDown	-
1249	SMSG_CHAT_NOT_IN_PARTY	0x2BB2	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ChatNotInParty	-
1250	SMSG_CHAT_PLAYER_AMBIGUOUS	0x2BB0	STATUS_NEVER	CONNECTION_TYPE_REALM	ChatPlayerAmbiguous	-
1251	SMSG_CHAT_PLAYER_NOTFOUND	0x2BB7	STATUS_NEVER	CONNECTION_TYPE_REALM	ChatPlayerNotfound	-
1252	SMSG_CHAT_RECONNECT	0x2BC0	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ChatReconnect	-
1253	SMSG_CHAT_REGIONAL_SERVICE_STATUS	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1254	SMSG_CHAT_RESTRICTED	0x2BB3	STATUS_NEVER	CONNECTION_TYPE_REALM	ChatRestricted	-
1255	SMSG_CHAT_SERVER_MESSAGE	0x2BC5	STATUS_NEVER	CONNECTION_TYPE_REALM	ChatServerMessage	-
1256	SMSG_CHEAT_IGNORE_DIMISHING_RETURNS	0x2C12	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CheatIgnoreDimishingReturns	-
1257	SMSG_CHECK_ABANDON_NPE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1258	SMSG_CHECK_CHARACTER_NAME_AVAILABILITY_RESULT	0xBADD	STATUS_NEVER	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1259	SMSG_CHECK_WARGAME_ENTRY	0x2590	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CheckWargameEntry	-
1260	SMSG_CHROMIE_TIME_SELECT_EXPANSION_SUCCESS	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1261	SMSG_CLAIM_RAF_REWARD_RESPONSE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1262	SMSG_CLEAR_ALL_SPELL_CHARGES	0x2C24	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	ClearAllSpellCharges	-
1263	SMSG_CLEAR_BOSS_EMOTES	0x25BB	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ClearBossEmotes	-
1264	SMSG_CLEAR_COOLDOWN	0x26BA	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	ClearCooldown	-
1265	SMSG_CLEAR_COOLDOWNS	0x2C23	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	ClearCooldowns	-
1266	SMSG_CLEAR_RESURRECT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1267	SMSG_CLEAR_SPELL_CHARGES	0x2C25	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	ClearSpellCharges	-
1268	SMSG_CLEAR_TARGET	0x2948	STATUS_NEVER	CONNECTION_TYPE_REALM	ClearTarget	-
1269	SMSG_CLEAR_TREASURE_PICKER_CACHE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1270	SMSG_CLOSE_ARTIFACT_FORGE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1271	SMSG_CLUB_FINDER_ERROR_MESSAGE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1272	SMSG_CLUB_FINDER_GET_CLUB_POSTING_IDS_RESPONSE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1273	SMSG_CLUB_FINDER_LOOKUP_CLUB_POSTINGS_LIST	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1274	SMSG_CLUB_FINDER_RESPONSE_CHARACTER_APPLICATION_LIST	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1275	SMSG_CLUB_FINDER_RESPONSE_POST_RECRUITMENT_MESSAGE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1276	SMSG_CLUB_FINDER_UPDATE_APPLICATIONS	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1277	SMSG_CLUB_FINDER_WHISPER_APPLICANT_RESPONSE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1278	SMSG_COIN_REMOVED	0x2617	STATUS_NEVER	CONNECTION_TYPE_REALM	CoinRemoved	-
1279	SMSG_COMBAT_EVENT_FAILED	0x293F	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CombatEventFailed	-
1280	SMSG_COMMENTATOR_MAP_INFO	0x2707	STATUS_NEVER	CONNECTION_TYPE_REALM	CommentatorMapInfo	-
1281	SMSG_COMMENTATOR_PLAYER_INFO	0x2708	STATUS_NEVER	CONNECTION_TYPE_REALM	CommentatorPlayerInfo	-
1282	SMSG_COMMENTATOR_STATE_CHANGED	0x2706	STATUS_NEVER	CONNECTION_TYPE_REALM	CommentatorStateChanged	-
1283	SMSG_COMMERCE_TOKEN_GET_COUNT_RESPONSE	0x27D3	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CommerceTokenGetCountResponse	-
1284	SMSG_COMMERCE_TOKEN_GET_LOG_RESPONSE	0x27DF	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	CommerceTokenGetLogResponse	-
1285	SMSG_COMMERCE_TOKEN_GET_MARKET_PRICE_RESPONSE	0x27D5	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	CommerceTokenGetMarketPriceResponse	-
1286	SMSG_COMMERCE_TOKEN_UPDATE	0x27D4	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CommerceTokenUpdate	-
1287	SMSG_COMPLAINT_RESULT	0x26AB	STATUS_NEVER	CONNECTION_TYPE_REALM	ComplaintResult	-
1288	SMSG_COMPLETE_SHIPMENT_RESPONSE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1289	SMSG_CONFIRM_BARBERS_CHOICE	0x26BD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ConfirmBarbersChoice	-
1290	SMSG_CONFIRM_PARTY_INVITE	0x2816	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ConfirmPartyInvite	-
1291	SMSG_CONNECT_TO	0x304D	STATUS_NEVER	CONNECTION_TYPE_REALM	ConnectTo	-
1292	SMSG_CONQUEST_FORMULA_CONSTANTS	0x2789	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	ConquestFormulaConstants	-
1293	SMSG_CONSOLE_WRITE	0x2635	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ConsoleWrite	-
1294	SMSG_CONSUMABLE_TOKEN_BUY_AT_MARKET_PRICE_RESPONSE	0x27DB	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ConsumableTokenBuyAtMarketPriceResponse	-
1295	SMSG_CONSUMABLE_TOKEN_BUY_CHOICE_REQUIRED	0x27DA	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	ConsumableTokenBuyChoiceRequired	-
1296	SMSG_CONSUMABLE_TOKEN_CAN_VETERAN_BUY_RESPONSE	0x27D9	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ConsumableTokenCanVeteranBuyResponse	-
1297	SMSG_CONSUMABLE_TOKEN_REDEEM_CONFIRM_REQUIRED	0x27DD	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	ConsumableTokenRedeemConfirmRequired	-
1298	SMSG_CONSUMABLE_TOKEN_REDEEM_RESPONSE	0x27DE	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ConsumableTokenRedeemResponse	-
1299	SMSG_CONTACT_LIST	0x278C	STATUS_NEVER	CONNECTION_TYPE_REALM	ContactList	-
1300	SMSG_CONTRIBUTION_LAST_UPDATE_RESPONSE	0x281D	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ContributionLastUpdateResponse	-
1301	SMSG_CONTROL_UPDATE	0x2647	STATUS_NEVER	CONNECTION_TYPE_REALM	ControlUpdate	-
1302	SMSG_CONVERT_ITEMS_TO_CURRENCY_VALUE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1303	SMSG_CONVERT_RUNE	0x2C5D	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ConvertRune	-
1304	SMSG_COOLDOWN_CHEAT	0x2739	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	CooldownCheat	-
1305	SMSG_COOLDOWN_EVENT	0x26B9	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	CooldownEvent	-
1306	SMSG_CORPSE_LOCATION	0x264F	STATUS_NEVER	CONNECTION_TYPE_REALM	CorpseLocation	#NEXT.R8.ENTITIES.911 represented-partial invalid_corpse_location_response
1307	SMSG_CORPSE_RECLAIM_DELAY	0x274A	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	CorpseReclaimDelay	-
1308	SMSG_CORPSE_TRANSPORT_QUERY	0x2712	STATUS_NEVER	CONNECTION_TYPE_REALM	CorpseTransportQuery	#NEXT.R8.ENTITIES.912 represented-partial default_corpse_transport_query_response
1309	SMSG_COVENANT_CALLINGS_AVAILABILITY_RESPONSE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1310	SMSG_COVENANT_PREVIEW_OPEN_NPC	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1311	SMSG_COVENANT_RENOWN_SEND_CATCHUP_STATE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1312	SMSG_CRAFTING_HOUSE_HELLO_RESPONSE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1313	SMSG_CRAFTING_ORDER_CANCEL_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1314	SMSG_CRAFTING_ORDER_CLAIM_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1315	SMSG_CRAFTING_ORDER_CRAFT_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1316	SMSG_CRAFTING_ORDER_CREATE_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1317	SMSG_CRAFTING_ORDER_FULFILL_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1318	SMSG_CRAFTING_ORDER_LIST_ORDERS_RESPONSE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1319	SMSG_CRAFTING_ORDER_REJECT_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1320	SMSG_CRAFTING_ORDER_RELEASE_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1321	SMSG_CRAFTING_ORDER_UPDATE_STATE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1322	SMSG_CRAFT_ENCHANT_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1323	SMSG_CREATE_CHAR	0x2701	STATUS_NEVER	CONNECTION_TYPE_REALM	CreateChar	-
1324	SMSG_CREATE_SHIPMENT_RESPONSE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1325	SMSG_CREATOR_VISUALS_OVERRIDE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1326	SMSG_CRITERIA_DELETED	0x26E7	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	CriteriaDeleted	-
1327	SMSG_CRITERIA_UPDATE	0x26E1	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	CriteriaUpdate	-
1328	SMSG_CROSSED_INEBRIATION_THRESHOLD	0x26C2	STATUS_NEVER	CONNECTION_TYPE_REALM	CrossedInebriationThreshold	-
1329	SMSG_CUSTOM_LOAD_SCREEN	0x25CB	STATUS_NEVER	CONNECTION_TYPE_REALM	CustomLoadScreen	-
1330	SMSG_DAILY_QUESTS_RESET	0x2A80	STATUS_NEVER	CONNECTION_TYPE_REALM	DailyQuestsReset	-
1331	SMSG_DAMAGE_CALC_LOG	0x2C5F	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DamageCalcLog	-
1332	SMSG_DB_REPLY	0x290E	STATUS_NEVER	CONNECTION_TYPE_REALM	DbReply	-
1333	SMSG_DEATH_RELEASE_LOC	0x26D3	STATUS_NEVER	CONNECTION_TYPE_REALM	DeathReleaseLoc	-
1334	SMSG_DEBUG_MENU_MANAGER_FULL_UPDATE	0x2655	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DebugMenuManagerFullUpdate	-
1335	SMSG_DEFENSE_MESSAGE	0x2BB6	STATUS_NEVER	CONNECTION_TYPE_REALM	DefenseMessage	-
1336	SMSG_DELETE_CHAR	0x2702	STATUS_NEVER	CONNECTION_TYPE_REALM	DeleteChar	-
1337	SMSG_DELETE_EXPIRED_MISSIONS_RESULT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	-	missing_rust_opcode_constant
1338	SMSG_DESTROY_ARENA_UNIT	0x2742	STATUS_NEVER	CONNECTION_TYPE_REALM	DestroyArenaUnit	-
1339	SMSG_DESTRUCTIBLE_BUILDING_DAMAGE	0x26F9	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	DestructibleBuildingDamage	-
1340	SMSG_DIFFERENT_INSTANCE_FROM_PARTY	0x2589	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DifferentInstanceFromParty	-
1341	SMSG_DISENCHANT_CREDIT	0x25A7	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DisenchantCredit	-
1342	SMSG_DISMOUNT	0x26B1	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	Dismount	-
1343	SMSG_DISMOUNT_RESULT	0x257C	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DismountResult	-
1344	SMSG_DISPEL_FAILED	0x2C2D	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	DispelFailed	-
1345	SMSG_DISPLAY_GAME_ERROR	0x259D	STATUS_NEVER	CONNECTION_TYPE_REALM	DisplayGameError	-
1346	SMSG_DISPLAY_PLAYER_CHOICE	0x2FFC	STATUS_NEVER	CONNECTION_TYPE_REALM	DisplayPlayerChoice	-
1347	SMSG_DISPLAY_PROMOTION	0x264C	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DisplayPromotion	-
1348	SMSG_DISPLAY_QUEST_POPUP	0x2A9E	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DisplayQuestPopup	-
1349	SMSG_DISPLAY_SOULBIND_UPDATE_MESSAGE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1350	SMSG_DISPLAY_TOAST	0x2624	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	DisplayToast	-
1351	SMSG_DISPLAY_WORLD_TEXT	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1352	SMSG_DISPLAY_WORLD_TEXT_ON_TARGET	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	-	missing_rust_opcode_constant
1353	SMSG_DONT_AUTO_PUSH_SPELLS_TO_ACTION_BAR	0x25E1	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DontAutoPushSpellsToActionBar	-
1354	SMSG_DROP_NEW_CONNECTION	0x304C	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	DropNewConnection	-
1355	SMSG_DUEL_ARRANGED	0x2941	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	DuelArranged	-
1356	SMSG_DUEL_COMPLETE	0x2945	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	DuelComplete	-
1357	SMSG_DUEL_COUNTDOWN	0x2944	STATUS_NEVER	CONNECTION_TYPE_REALM	DuelCountdown	-
1358	SMSG_DUEL_IN_BOUNDS	0x2943	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	DuelInBounds	-
1359	SMSG_DUEL_OUT_OF_BOUNDS	0x2942	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	DuelOutOfBounds	-
1360	SMSG_DUEL_REQUESTED	0x2940	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	DuelRequested	-
1361	SMSG_DUEL_WINNER	0x2946	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	DuelWinner	-
1362	SMSG_DURABILITY_DAMAGE_DEATH	0x2745	STATUS_NEVER	CONNECTION_TYPE_REALM	DurabilityDamageDeath	-
1363	SMSG_EMOTE	0x27C9	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	Emote	-
1364	SMSG_ENABLE_BARBER_SHOP	0x26BC	STATUS_NEVER	CONNECTION_TYPE_REALM	EnableBarberShop	-
1365	SMSG_ENCHANTMENT_LOG	0x2713	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	EnchantmentLog	-
1366	SMSG_ENCOUNTER_END	0x2782	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	EncounterEnd	-
1367	SMSG_ENCOUNTER_START	0x2781	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	EncounterStart	-
1368	SMSG_END_LIGHTNING_STORM	0x26A8	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	EndLightningStorm	-
1369	SMSG_ENSURE_WORLD_LOADED	0x2889	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	EnsureWorldLoaded	-
1370	SMSG_ENTER_ENCRYPTED_MODE	0x3049	STATUS_NEVER	CONNECTION_TYPE_REALM	EnterEncryptedMode	-
1371	SMSG_ENUM_CHARACTERS_RESULT	0x2583	STATUS_NEVER	CONNECTION_TYPE_REALM	EnumCharactersResult	-
1372	SMSG_ENUM_VAS_PURCHASE_STATES_RESPONSE	0x27F5	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	EnumVasPurchaseStatesResponse	-
1373	SMSG_ENVIRONMENTAL_DAMAGE_LOG	0x2C1E	STATUS_NEVER	CONNECTION_TYPE_REALM	EnvironmentalDamageLog	-
1374	SMSG_EQUIPMENT_SET_ID	0x26B2	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	EquipmentSetId	-
1375	SMSG_EXPECTED_SPAM_RECORDS	0x2BB1	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ExpectedSpamRecords	-
1376	SMSG_EXPLORATION_EXPERIENCE	0x275F	STATUS_NEVER	CONNECTION_TYPE_REALM	ExplorationExperience	-
1377	SMSG_EXTERNAL_TRANSACTION_ID_GENERATED	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	-	missing_rust_opcode_constant
1378	SMSG_FACTION_BONUS_INFO	0x2725	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	FactionBonusInfo	-
1379	SMSG_FAILED_PLAYER_CONDITION	0x2FFA	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	FailedPlayerCondition	-
1380	SMSG_FAILED_QUEST_TURN_IN	0x2813	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	FailedQuestTurnIn	-
1381	SMSG_FEATURE_SYSTEM_STATUS	0x25BF	STATUS_NEVER	CONNECTION_TYPE_REALM	FeatureSystemStatus	-
1382	SMSG_FEATURE_SYSTEM_STATUS_GLUE_SCREEN	0x25C0	STATUS_NEVER	CONNECTION_TYPE_REALM	FeatureSystemStatusGlueScreen	-
1383	SMSG_FEIGN_DEATH_RESISTED	0x2744	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	FeignDeathResisted	-
1384	SMSG_FISH_ESCAPED	0x26D0	STATUS_NEVER	CONNECTION_TYPE_REALM	FishEscaped	-
1385	SMSG_FISH_NOT_HOOKED	0x26CF	STATUS_NEVER	CONNECTION_TYPE_REALM	FishNotHooked	-
1386	SMSG_FLIGHT_SPLINE_SYNC	0x2E2B	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	FlightSplineSync	-
1387	SMSG_FLUSH_COMBAT_LOG_FILE	0xBADD	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	-	missing_rust_opcode_constant
1388	SMSG_FORCED_DEATH_UPDATE	0x26D4	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ForcedDeathUpdate	-
1389	SMSG_FORCE_ANIM	0x2751	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	ForceAnim	-
