cpp_line	cpp_opcode	cpp_value	cpp_status	cpp_processing	cpp_handler	cpp_handler_file	cpp_handler_line	cpp_owner_doc	rust_const	rust_registered	rust_file	rust_handler	rust_status	rust_processing	notes
139	CMSG_ABANDON_NPE_RESPONSE	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
140	CMSG_ACCEPT_GUILD_INVITE	0x35FE	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleGuildAcceptInvite	game/Handlers/GuildHandler.cpp	67	handlers.md	AcceptGuildInvite	no	-	-	-	-	missing_rust_dispatch
141	CMSG_ACCEPT_RETURNING_PLAYER_PROMPT	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
142	CMSG_ACCEPT_SOCIAL_CONTRACT	0x374D	STATUS_AUTHED	PROCESS_THREADUNSAFE	HandleAcceptSocialContract	game/Handlers/MiscHandler.cpp	1375	handlers.md	AcceptSocialContract	no	-	-	-	-	missing_rust_dispatch
143	CMSG_ACCEPT_TRADE	0x315A	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAcceptTradeOpcode	game/Handlers/TradeHandler.cpp	236	handlers.md	AcceptTrade	no	-	-	-	-	missing_rust_dispatch
144	CMSG_ACCEPT_WARGAME_INVITE	0x35E1	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAcceptWargameInvite	game/Handlers/BattleGroundHandler.cpp	852	handlers.md	AcceptWargameInvite	no	-	-	-	-	missing_rust_dispatch
145	CMSG_ACCOUNT_NOTIFICATION_ACKNOWLEDGED	0x373D	STATUS_AUTHED	PROCESS_THREADUNSAFE	HandleAccountNotificationAcknowledged	game/Handlers/MiscHandler.cpp	1361	handlers.md	AccountNotificationAcknowledged	no	-	-	-	-	missing_rust_dispatch
146	CMSG_ACTIVATE_SOULBIND	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
147	CMSG_ACTIVATE_TAXI	0x34AB	STATUS_LOGGEDIN	PROCESS_THREADSAFE	HandleActivateTaxiOpcode	game/Handlers/TaxiHandler.cpp	167	handlers.md	ActivateTaxi	no	-	-	-	-	missing_rust_dispatch
148	CMSG_ADDON_LIST	0x35D8	STATUS_AUTHED	PROCESS_INPLACE	HandleAddonList	game/Handlers/MiscHandler.cpp	1382	handlers.md	AddonList	no	-	-	-	-	missing_rust_dispatch
149	CMSG_ADD_ACCOUNT_COSMETIC	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
150	CMSG_ADD_BATTLENET_FRIEND	0x365C	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	AddBattlenetFriend	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
151	CMSG_ADD_FRIEND	0x36D8	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAddFriendOpcode	game/Handlers/SocialHandler.cpp	39	handlers.md	AddFriend	yes	crates/wow-world/src/handlers/social.rs	handle_add_friend	LoggedIn	ThreadUnsafe	-
152	CMSG_ADD_IGNORE	0x36DC	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAddIgnoreOpcode	game/Handlers/SocialHandler.cpp	130	handlers.md	AddIgnore	no	-	-	-	-	missing_rust_dispatch
153	CMSG_ADD_TOY	0x3299	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAddToy	game/Handlers/ToyHandler.cpp	28	handlers.md	AddToy	no	-	-	-	-	missing_rust_dispatch
154	CMSG_ADVENTURE_JOURNAL_OPEN_QUEST	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAdventureJournalOpenQuest	game/Handlers/AdventureJournalHandler.cpp	25	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
155	CMSG_ADVENTURE_JOURNAL_UPDATE_SUGGESTIONS	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAdventureJournalUpdateSuggestions	game/Handlers/AdventureJournalHandler.cpp	46	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
156	CMSG_ADVENTURE_MAP_START_QUEST	0x32D9	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAdventureMapStartQuest	game/Handlers/AdventureMapHandler.cpp	24	handlers.md	AdventureMapStartQuest	no	-	-	-	-	missing_rust_dispatch
157	CMSG_ALTER_APPEARANCE	0x34F5	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAlterAppearance	game/Handlers/CharacterHandler.cpp	1685	handlers.md	AlterAppearance	no	-	-	-	-	missing_rust_dispatch
158	CMSG_AREA_SPIRIT_HEALER_QUERY	0x34B0	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAreaSpiritHealerQueryOpcode	game/Handlers/BattleGroundHandler.cpp	659	handlers.md	AreaSpiritHealerQuery	no	-	-	-	-	missing_rust_dispatch
159	CMSG_AREA_SPIRIT_HEALER_QUEUE	0x34B1	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAreaSpiritHealerQueueOpcode	game/Handlers/BattleGroundHandler.cpp	689	handlers.md	AreaSpiritHealerQueue	no	-	-	-	-	missing_rust_dispatch
160	CMSG_AREA_TRIGGER	0x31D6	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAreaTriggerOpcode	game/Handlers/MiscHandler.cpp	484	handlers.md	AreaTrigger	yes	crates/wow-world/src/handlers/misc.rs	handle_area_trigger	LoggedIn	Inplace	-
161	CMSG_ARTIFACT_ADD_POWER	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
162	CMSG_ARTIFACT_SET_APPEARANCE	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
163	CMSG_ARENA_TEAM_ACCEPT	0x36B9	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleArenaTeamAccept	game/Handlers/BattleGroundHandler.cpp	757	handlers.md	ArenaTeamAccept	no	-	-	-	-	missing_rust_dispatch
164	CMSG_ARENA_TEAM_DECLINE	0x36BA	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleArenaTeamDecline	game/Handlers/BattleGroundHandler.cpp	776	handlers.md	ArenaTeamDecline	no	-	-	-	-	missing_rust_dispatch
165	CMSG_ARENA_TEAM_DISBAND	0x36BD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleArenaTeamDisband	game/Handlers/BattleGroundHandler.cpp	817	handlers.md	ArenaTeamDisband	no	-	-	-	-	missing_rust_dispatch
166	CMSG_ARENA_TEAM_LEADER	0x36BE	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleArenaTeamLeader	game/Handlers/BattleGroundHandler.cpp	833	handlers.md	ArenaTeamLeader	no	-	-	-	-	missing_rust_dispatch
167	CMSG_ARENA_TEAM_LEAVE	0x36BB	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleArenaTeamLeave	game/Handlers/BattleGroundHandler.cpp	781	handlers.md	ArenaTeamLeave	no	-	-	-	-	missing_rust_dispatch
168	CMSG_ARENA_TEAM_REMOVE	0x36BC	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleArenaTeamRemove	game/Handlers/BattleGroundHandler.cpp	798	handlers.md	ArenaTeamRemove	no	-	-	-	-	missing_rust_dispatch
169	CMSG_ARENA_TEAM_ROSTER	0x36B8	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleArenaTeamRoster	game/Handlers/BattleGroundHandler.cpp	726	handlers.md	ArenaTeamRoster	yes	crates/wow-world/src/handlers/misc.rs	handle_arena_team_roster	LoggedIn	ThreadUnsafe	-
170	CMSG_ASSIGN_EQUIPMENT_SET_SPEC	0x3207	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAssignEquipmentSetSpec	game/Handlers/CharacterHandler.cpp	2024	handlers.md	AssignEquipmentSetSpec	no	-	-	-	-	missing_rust_dispatch
171	CMSG_ATTACK_STOP	0x3256	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAttackStopOpcode	game/Handlers/CombatHandler.cpp	63	handlers.md	AttackStop	yes	crates/wow-world/src/handlers/combat.rs	handle_attack_stop	LoggedIn	Inplace	-
172	CMSG_ATTACK_SWING	0x3255	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAttackSwingOpcode	game/Handlers/CombatHandler.cpp	28	handlers.md	AttackSwing	yes	crates/wow-world/src/handlers/combat.rs	handle_attack_swing	LoggedIn	Inplace	-
173	CMSG_AUCTIONABLE_TOKEN_SELL	0x36EE	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionableTokenSell	game/Handlers/AuctionHouseHandler.cpp	1043	handlers.md	AuctionableTokenSell	no	-	-	-	-	missing_rust_dispatch
174	CMSG_AUCTIONABLE_TOKEN_SELL_AT_MARKET_PRICE	0x36EF	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionableTokenSellAtMarketPrice	game/Handlers/AuctionHouseHandler.cpp	1049	handlers.md	AuctionableTokenSellAtMarketPrice	no	-	-	-	-	missing_rust_dispatch
175	CMSG_AUCTION_BROWSE_QUERY	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionBrowseQuery	game/Handlers/AuctionHouseHandler.cpp	36	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
176	CMSG_AUCTION_CANCEL_COMMODITIES_PURCHASE	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionCancelCommoditiesPurchase	game/Handlers/AuctionHouseHandler.cpp	97	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
177	CMSG_AUCTION_CONFIRM_COMMODITIES_PURCHASE	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionConfirmCommoditiesPurchase	game/Handlers/AuctionHouseHandler.cpp	119	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
178	CMSG_AUCTION_GET_COMMODITY_QUOTE	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionGetCommodityQuote	game/Handlers/AuctionHouseHandler.cpp	157	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
179	CMSG_AUCTION_HELLO_REQUEST	0x34CA	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionHelloOpcode	game/Handlers/AuctionHouseHandler.cpp	192	handlers.md	AuctionHelloRequest	yes	crates/wow-world/src/handlers/character.rs	handle_auction_hello_request	LoggedIn	ThreadUnsafe	-
180	CMSG_AUCTION_LIST_BIDDED_ITEMS	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListBiddedItems	game/Handlers/AuctionHouseHandler.cpp	208	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
181	CMSG_AUCTION_LIST_BUCKETS_BY_BUCKET_KEYS	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListBucketsByBucketKeys	game/Handlers/AuctionHouseHandler.cpp	235	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
182	CMSG_AUCTION_LIST_ITEMS_BY_BUCKET_KEY	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListItemsByBucketKey	game/Handlers/AuctionHouseHandler.cpp	264	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
183	CMSG_AUCTION_LIST_ITEMS_BY_ITEM_ID	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListItemsByItemID	game/Handlers/AuctionHouseHandler.cpp	294	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
184	CMSG_AUCTION_LIST_OWNED_ITEMS	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListOwnedItems	game/Handlers/AuctionHouseHandler.cpp	325	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
185	CMSG_AUCTION_LIST_BIDDER_ITEMS	0x34D0	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListBidderItems	game/Handlers/AuctionHouseHandler.cpp	1056	handlers.md	AuctionListBidderItems	yes	crates/wow-world/src/handlers/misc.rs	handle_auction_list_bidder_items	LoggedIn	ThreadUnsafe	-
186	CMSG_AUCTION_LIST_ITEMS	0x34CD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListItems	game/Handlers/AuctionHouseHandler.cpp	1080	handlers.md	AuctionListItems	no	-	-	-	-	missing_rust_dispatch
187	CMSG_AUCTION_LIST_OWNER_ITEMS	0x34CF	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListOwnerItems	game/Handlers/AuctionHouseHandler.cpp	1086	handlers.md	AuctionListOwnerItems	yes	crates/wow-world/src/handlers/misc.rs	handle_auction_list_owner_items	LoggedIn	ThreadUnsafe	-
188	CMSG_AUCTION_LIST_PENDING_SALES	0x34D2	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionListPendingSales	game/Handlers/AuctionHouseHandler.cpp	1110	handlers.md	AuctionListPendingSales	yes	crates/wow-world/src/handlers/misc.rs	handle_auction_list_pending_sales	LoggedIn	ThreadUnsafe	-
189	CMSG_AUCTION_PLACE_BID	0x34D1	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionPlaceBid	game/Handlers/AuctionHouseHandler.cpp	352	handlers.md	AuctionPlaceBid	no	-	-	-	-	missing_rust_dispatch
190	CMSG_AUCTION_REMOVE_ITEM	0x34CC	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionRemoveItem	game/Handlers/AuctionHouseHandler.cpp	486	handlers.md	AuctionRemoveItem	no	-	-	-	-	missing_rust_dispatch
191	CMSG_AUCTION_REPLICATE_ITEMS	0x34CE	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionReplicateItems	game/Handlers/AuctionHouseHandler.cpp	552	handlers.md	AuctionReplicateItems	no	-	-	-	-	missing_rust_dispatch
192	CMSG_AUCTION_REQUEST_FAVORITE_LIST	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionRequestFavoriteList	game/Handlers/AuctionHouseHandler.cpp	577	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
193	CMSG_AUCTION_SELL_COMMODITY	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionSellCommodity	game/Handlers/AuctionHouseHandler.cpp	606	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
194	CMSG_AUCTION_SELL_ITEM	0x34CB	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionSellItem	game/Handlers/AuctionHouseHandler.cpp	818	handlers.md	AuctionSellItem	no	-	-	-	-	missing_rust_dispatch
195	CMSG_AUCTION_SET_FAVORITE_ITEM	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAuctionSetFavoriteItem	game/Handlers/AuctionHouseHandler.cpp	966	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
196	CMSG_AUTH_CONTINUED_SESSION	0x3766	STATUS_NEVER	PROCESS_INPLACE	Handle_EarlyProccess	game/Server/WorldSession.cpp	808	server.md	AuthContinuedSession	no	-	-	-	-	missing_rust_dispatch,cpp_early_process
197	CMSG_AUTH_SESSION	0x3765	STATUS_NEVER	PROCESS_INPLACE	Handle_EarlyProccess	game/Server/WorldSession.cpp	808	server.md	AuthSession	no	-	-	-	-	missing_rust_dispatch,cpp_early_process
198	CMSG_AUTOBANK_ITEM	0x3997	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAutoBankItemOpcode	game/Handlers/BankHandler.cpp	27	handlers.md	AutobankItem	no	-	-	-	-	missing_rust_dispatch
199	CMSG_AUTOBANK_REAGENT	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAutoBankReagentOpcode	game/Handlers/BankHandler.cpp	218	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
200	CMSG_AUTOSTORE_BANK_ITEM	0x3996	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAutoStoreBankItemOpcode	game/Handlers/BankHandler.cpp	78	handlers.md	AutostoreBankItem	no	-	-	-	-	missing_rust_dispatch
201	CMSG_AUTOSTORE_BANK_REAGENT	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAutoStoreBankReagentOpcode	game/Handlers/BankHandler.cpp	254	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
202	CMSG_AUTO_EQUIP_ITEM	0x3998	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAutoEquipItemOpcode	game/Handlers/ItemHandler.cpp	175	handlers.md	AutoEquipItem	yes	crates/wow-world/src/handlers/character.rs	handle_auto_equip_item	LoggedIn	Inplace	-
203	CMSG_AUTO_EQUIP_ITEM_SLOT	0x399D	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAutoEquipItemSlotOpcode	game/Handlers/ItemHandler.cpp	114	handlers.md	AutoEquipItemSlot	no	-	-	-	-	missing_rust_dispatch
204	CMSG_AUTO_GUILD_BANK_ITEM	0x34B6	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAutoGuildBankItem	game/Handlers/GuildHandler.cpp	294	handlers.md	AutoGuildBankItem	no	-	-	-	-	missing_rust_dispatch
205	CMSG_AUTO_STORE_BAG_ITEM	0x3999	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleAutoStoreBagItemOpcode	game/Handlers/ItemHandler.cpp	699	handlers.md	AutoStoreBagItem	yes	crates/wow-world/src/handlers/character.rs	handle_auto_store_bag_item	LoggedIn	Inplace	-
206	CMSG_AUTO_STORE_GUILD_BANK_ITEM	0x34BF	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleAutoStoreGuildBankItem	game/Handlers/GuildHandler.cpp	431	handlers.md	AutoStoreGuildBankItem	no	-	-	-	-	missing_rust_dispatch
207	CMSG_AZERITE_EMPOWERED_ITEM_SELECT_POWER	0x32F2	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	AzeriteEmpoweredItemSelectPower	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
208	CMSG_AZERITE_EMPOWERED_ITEM_VIEWED	0x32E0	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	AzeriteEmpoweredItemViewed	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
209	CMSG_AZERITE_ESSENCE_ACTIVATE_ESSENCE	0x32F4	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	AzeriteEssenceActivateEssence	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
210	CMSG_AZERITE_ESSENCE_UNLOCK_MILESTONE	0x32F3	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	AzeriteEssenceUnlockMilestone	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
211	CMSG_BANKER_ACTIVATE	0x34B3	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleBankerActivateOpcode	game/Handlers/BankHandler.cpp	60	handlers.md	BankerActivate	yes	crates/wow-world/src/handlers/character.rs	handle_banker_activate	LoggedIn	Inplace	-
212	CMSG_BATTLEFIELD_LEAVE	0x3175	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlefieldLeaveOpcode	game/Handlers/BattleGroundHandler.cpp	446	handlers.md	BattlefieldLeave	no	-	-	-	-	missing_rust_dispatch
213	CMSG_BATTLEFIELD_LIST	0x3181	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlefieldListOpcode	game/Handlers/BattleGroundHandler.cpp	272	handlers.md	BattlefieldList	no	-	-	-	-	missing_rust_dispatch
214	CMSG_BATTLEFIELD_PORT	0x3525	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattleFieldPortOpcode	game/Handlers/BattleGroundHandler.cpp	284	handlers.md	BattlefieldPort	no	-	-	-	-	missing_rust_dispatch
215	CMSG_BATTLEMASTER_HELLO	0x32B1	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlemasterHelloOpcode	game/Handlers/BattleGroundHandler.cpp	44	handlers.md	BattlemasterHello	no	-	-	-	-	missing_rust_dispatch
216	CMSG_BATTLEMASTER_JOIN	0x3520	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlemasterJoinOpcode	game/Handlers/BattleGroundHandler.cpp	67	handlers.md	BattlemasterJoin	no	-	-	-	-	missing_rust_dispatch
217	CMSG_BATTLEMASTER_JOIN_ARENA	0x3521	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlemasterJoinArena	game/Handlers/BattleGroundHandler.cpp	517	handlers.md	BattlemasterJoinArena	no	-	-	-	-	missing_rust_dispatch
218	CMSG_BATTLEMASTER_JOIN_BRAWL	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
219	CMSG_BATTLEMASTER_JOIN_RATED_SOLO_SHUFFLE	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
220	CMSG_BATTLEMASTER_JOIN_SKIRMISH	0x3522	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlemasterJoinSkirmish	game/Handlers/BattleGroundHandler.cpp	1201	handlers.md	BattlemasterJoinSkirmish	no	-	-	-	-	missing_rust_dispatch
221	CMSG_BATTLENET_CHALLENGE_RESPONSE	0x36DB	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlenetChallengeResponse	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
222	CMSG_BATTLENET_REQUEST	0x36FD	STATUS_AUTHED	PROCESS_THREADUNSAFE	HandleBattlenetRequest	game/Handlers/BattlenetHandler.cpp	35	handlers.md	BattlenetRequest	yes	crates/wow-world/src/handlers/battlenet.rs	handle_battlenet_request	Authed	ThreadUnsafe	-
223	CMSG_BATTLE_PAY_ACK_FAILED_RESPONSE	0x36D5	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayAckFailedResponse	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
224	CMSG_BATTLE_PAY_CANCEL_OPEN_CHECKOUT	0x371B	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayCancelOpenCheckout	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
225	CMSG_BATTLE_PAY_CONFIRM_PURCHASE_RESPONSE	0x36D4	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayConfirmPurchaseResponse	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
226	CMSG_BATTLE_PAY_DISTRIBUTION_ASSIGN_TO_TARGET	0x36CB	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayDistributionAssignToTarget	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
227	CMSG_BATTLE_PAY_DISTRIBUTION_ASSIGN_VAS	0x3742	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayDistributionAssignVas	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
228	CMSG_BATTLE_PAY_GET_PRODUCT_LIST	0x36C4	STATUS_AUTHED	PROCESS_THREADUNSAFE	HandleBattlePayGetProductList	game/Handlers/MiscHandler.cpp	1389	handlers.md	BattlePayGetProductList	yes	crates/wow-world/src/handlers/character.rs	handle_battle_pay_stub	Authed	ThreadUnsafe	-
229	CMSG_BATTLE_PAY_GET_PURCHASE_LIST	0x36C5	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayGetPurchaseList	yes	crates/wow-world/src/handlers/character.rs	handle_battle_pay_stub	Authed	ThreadUnsafe	cpp_unhandled_null,cpp_unhandled_registered_in_rust
230	CMSG_BATTLE_PAY_OPEN_CHECKOUT	0x3714	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayOpenCheckout	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
231	CMSG_BATTLE_PAY_REQUEST_PRICE_INFO	0x3710	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayRequestPriceInfo	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
232	CMSG_BATTLE_PAY_START_PURCHASE	0x36D3	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayStartPurchase	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
233	CMSG_BATTLE_PAY_START_VAS_PURCHASE	0x36FA	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	BattlePayStartVasPurchase	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
234	CMSG_BATTLE_PET_CLEAR_FANFARE	0x3126	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlePetClearFanfare	game/Handlers/BattlePetHandler.cpp	113	handlers.md	BattlePetClearFanfare	no	-	-	-	-	missing_rust_dispatch
235	CMSG_BATTLE_PET_DELETE_PET	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlePetDeletePet	game/Handlers/BattlePetHandler.cpp	91	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
236	CMSG_BATTLE_PET_DELETE_PET_CHEAT	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
237	CMSG_BATTLE_PET_MODIFY_NAME	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleBattlePetModifyName	game/Handlers/BattlePetHandler.cpp	45	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
