cpp_line	cpp_opcode	cpp_value	cpp_status	cpp_processing	cpp_handler	cpp_handler_file	cpp_handler_line	cpp_owner_doc	rust_const	rust_registered	rust_file	rust_handler	rust_status	rust_processing	notes
354	CMSG_CLOSE_INTERACTION	0x3493	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCloseInteraction	game/Handlers/MiscHandler.cpp	1290	handlers.md	CloseInteraction	yes	crates/wow-world/src/handlers/misc.rs	handle_close_interaction	LoggedIn	ThreadUnsafe	-
355	CMSG_CLOSE_QUEST_CHOICE	0x32A2	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	CloseQuestChoice	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
356	CMSG_CLOSE_RUNEFORGE_INTERACTION	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCloseRuneforgeInteraction	game/Handlers/MiscHandler.cpp	1312	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
357	CMSG_CLOSE_TRAIT_SYSTEM_INTERACTION	0x330E	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	CloseTraitSystemInteraction	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
358	CMSG_CLUB_FINDER_APPLICATION_RESPONSE	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
359	CMSG_CLUB_FINDER_GET_APPLICANTS_LIST	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
360	CMSG_CLUB_FINDER_POST	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
361	CMSG_CLUB_FINDER_REQUEST_CLUBS_DATA	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
362	CMSG_CLUB_FINDER_REQUEST_CLUBS_LIST	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
363	CMSG_CLUB_FINDER_REQUEST_MEMBERSHIP_TO_CLUB	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
364	CMSG_CLUB_FINDER_REQUEST_PENDING_CLUBS_LIST	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
365	CMSG_CLUB_FINDER_REQUEST_SUBSCRIBED_CLUB_POSTING_IDS	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
366	CMSG_CLUB_FINDER_RESPOND_TO_APPLICANT	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
367	CMSG_CLUB_FINDER_WHISPER_APPLICANT_REQUEST	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
368	CMSG_CLUB_PRESENCE_SUBSCRIBE	0x36FF	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	ClubPresenceSubscribe	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
369	CMSG_COLLECTION_ITEM_SET_FAVORITE	0x3634	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCollectionItemSetFavorite	game/Handlers/CollectionsHandler.cpp	22	handlers.md	CollectionItemSetFavorite	no	-	-	-	-	missing_rust_dispatch
370	CMSG_COMMENTATOR_SPECTATE	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
371	CMSG_COMMENTATOR_ENABLE	0x35F1	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCommentatorEnable	game/Handlers/BattleGroundHandler.cpp	1080	handlers.md	CommentatorEnable	no	-	-	-	-	missing_rust_dispatch
372	CMSG_COMMENTATOR_ENTER_INSTANCE	0x35F5	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCommentatorEnterInstance	game/Handlers/BattleGroundHandler.cpp	961	handlers.md	CommentatorEnterInstance	no	-	-	-	-	missing_rust_dispatch
373	CMSG_COMMENTATOR_EXIT_INSTANCE	0x35F6	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCommentatorExitInstance	game/Handlers/BattleGroundHandler.cpp	1031	handlers.md	CommentatorExitInstance	no	-	-	-	-	missing_rust_dispatch
374	CMSG_COMMENTATOR_GET_MAP_INFO	0x35F2	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCommentatorGetMapInfo	game/Handlers/BattleGroundHandler.cpp	1108	handlers.md	CommentatorGetMapInfo	no	-	-	-	-	missing_rust_dispatch
375	CMSG_COMMENTATOR_GET_PLAYER_COOLDOWNS	0x35F4	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleCommentatorGetPlayerCooldowns	game/Handlers/BattleGroundHandler.cpp	1327	handlers.md	CommentatorGetPlayerCooldowns	no	-	-	-	-	missing_rust_dispatch
376	CMSG_COMMENTATOR_GET_PLAYER_INFO	0x35F3	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCommentatorGetPlayerInfo	game/Handlers/BattleGroundHandler.cpp	1148	handlers.md	CommentatorGetPlayerInfo	no	-	-	-	-	missing_rust_dispatch
377	CMSG_COMMENTATOR_START_WARGAME	0x35F0	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCommentatorStartWargame	game/Handlers/BattleGroundHandler.cpp	1181	handlers.md	CommentatorStartWargame	no	-	-	-	-	missing_rust_dispatch
378	CMSG_COMMERCE_TOKEN_GET_COUNT	0x36EC	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	CommerceTokenGetCount	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
379	CMSG_COMMERCE_TOKEN_GET_LOG	0x36F6	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCommerceTokenGetLog	game/Handlers/TokenHandler.cpp	21	handlers.md	CommerceTokenGetLog	yes	crates/wow-world/src/handlers/misc.rs	handle_commerce_token_get_log	LoggedIn	ThreadUnsafe	-
380	CMSG_COMMERCE_TOKEN_GET_MARKET_PRICE	0x36ED	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCommerceTokenGetMarketPrice	game/Handlers/TokenHandler.cpp	32	handlers.md	CommerceTokenGetMarketPrice	no	-	-	-	-	missing_rust_dispatch
381	CMSG_COMPLAINT	0x366E	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleComplaint	game/Handlers/TicketHandler.cpp	100	handlers.md	Complaint	no	-	-	-	-	missing_rust_dispatch
382	CMSG_COMPLETE_CINEMATIC	0x3545	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCompleteCinematic	game/Handlers/MiscHandler.cpp	768	handlers.md	CompleteCinematic	no	-	-	-	-	missing_rust_dispatch
383	CMSG_COMPLETE_MOVIE	0x34DD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleCompleteMovie	game/Handlers/MiscHandler.cpp	780	handlers.md	CompleteMovie	no	-	-	-	-	missing_rust_dispatch
384	CMSG_CONFIRM_ARTIFACT_RESPEC	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
385	CMSG_CONFIRM_BARBERS_CHOICE	0x320E	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleConfirmBarbersChoice	game/Handlers/CharacterHandler.cpp	2865	handlers.md	ConfirmBarbersChoice	no	-	-	-	-	missing_rust_dispatch
386	CMSG_CONFIRM_RESPEC_WIPE	0x320D	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleConfirmRespecWipeOpcode	game/Handlers/SkillHandler.cpp	54	handlers.md	ConfirmRespecWipe	no	-	-	-	-	missing_rust_dispatch
387	CMSG_CONNECT_TO_FAILED	0x35D4	STATUS_NEVER	PROCESS_INPLACE	Handle_EarlyProccess	game/Server/WorldSession.cpp	808	server.md	ConnectToFailed	yes	crates/wow-world/src/handlers/character.rs	handle_connect_to_failed	Authed	Inplace	cpp_early_process,cpp_never_registered_in_rust
388	CMSG_CONSUMABLE_TOKEN_BUY	0x36F1	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	ConsumableTokenBuy	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
389	CMSG_CONSUMABLE_TOKEN_BUY_AT_MARKET_PRICE	0x36F2	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	ConsumableTokenBuyAtMarketPrice	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
390	CMSG_CONSUMABLE_TOKEN_CAN_VETERAN_BUY	0x36F0	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	ConsumableTokenCanVeteranBuy	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
391	CMSG_CONSUMABLE_TOKEN_REDEEM	0x36F4	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	ConsumableTokenRedeem	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
392	CMSG_CONSUMABLE_TOKEN_REDEEM_CONFIRMATION	0x36F5	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	ConsumableTokenRedeemConfirmation	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
393	CMSG_CONTENT_TRACKING_START_TRACKING	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
394	CMSG_CONTENT_TRACKING_STOP_TRACKING	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
395	CMSG_CONTRIBUTION_CONTRIBUTE	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
396	CMSG_CONTRIBUTION_LAST_UPDATE_REQUEST	0x355B	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	ContributionLastUpdateRequest	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
397	CMSG_CONVERSATION_CINEMATIC_READY	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
398	CMSG_CONVERSATION_LINE_STARTED	0x3546	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleConversationLineStarted	game/Handlers/MiscHandler.cpp	1299	handlers.md	ConversationLineStarted	no	-	-	-	-	missing_rust_dispatch
399	CMSG_CONVERT_RAID	0x3651	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleConvertRaidOpcode	game/Handlers/GroupHandler.cpp	448	handlers.md	ConvertRaid	no	-	-	-	-	missing_rust_dispatch
400	CMSG_COVENANT_RENOWN_REQUEST_CATCHUP_STATE	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
401	CMSG_CRAFTING_ORDER_CANCEL	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
402	CMSG_CRAFTING_ORDER_CLAIM	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
403	CMSG_CRAFTING_ORDER_CREATE	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
404	CMSG_CRAFTING_ORDER_FULFILL	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
405	CMSG_CRAFTING_ORDER_LIST_CRAFTER_ORDERS	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
406	CMSG_CRAFTING_ORDER_LIST_MY_ORDERS	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
407	CMSG_CRAFTING_ORDER_REJECT	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
408	CMSG_CRAFTING_ORDER_RELEASE	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
409	CMSG_CRAFTING_ORDER_REPORT_PLAYER	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
410	CMSG_CRAFTING_ORDER_UPDATE_IGNORE_LIST	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
411	CMSG_CREATE_CHARACTER	0x3645	STATUS_AUTHED	PROCESS_THREADUNSAFE	HandleCharCreateOpcode	game/Handlers/CharacterHandler.cpp	552	handlers.md	CreateCharacter	yes	crates/wow-world/src/handlers/character.rs	handle_create_character	Authed	ThreadUnsafe	-
412	CMSG_CREATE_SHIPMENT	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
413	CMSG_DB_QUERY_BULK	0x35E5	STATUS_AUTHED	PROCESS_INPLACE	HandleDBQueryBulk	game/Handlers/HotfixHandler.cpp	27	handlers.md	DbQueryBulk	yes	crates/wow-world/src/handlers/character.rs	handle_db_query_bulk	Authed	Inplace	-
414	CMSG_DECLINE_GUILD_INVITES	0x351D	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDeclineGuildInvites	game/Handlers/GuildHandler.cpp	541	handlers.md	DeclineGuildInvites	no	-	-	-	-	missing_rust_dispatch
415	CMSG_DECLINE_PETITION	0x3534	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDeclinePetition	game/Handlers/PetitionsHandler.cpp	302	handlers.md	DeclinePetition	no	-	-	-	-	missing_rust_dispatch
416	CMSG_DELETE_EQUIPMENT_SET	0x350A	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDeleteEquipmentSet	game/Handlers/CharacterHandler.cpp	1962	handlers.md	DeleteEquipmentSet	no	-	-	-	-	missing_rust_dispatch
417	CMSG_DEL_FRIEND	0x36D9	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDelFriendOpcode	game/Handlers/SocialHandler.cpp	120	handlers.md	DelFriend	yes	crates/wow-world/src/handlers/social.rs	handle_del_friend	LoggedIn	ThreadUnsafe	-
418	CMSG_DEL_IGNORE	0x36DD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDelIgnoreOpcode	game/Handlers/SocialHandler.cpp	162	handlers.md	DelIgnore	no	-	-	-	-	missing_rust_dispatch
419	CMSG_DEPOSIT_REAGENT_BANK	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleReagentBankDepositOpcode	game/Handlers/BankHandler.cpp	178	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
420	CMSG_DESTROY_ITEM	0x3293	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleDestroyItemOpcode	game/Handlers/ItemHandler.cpp	294	handlers.md	DestroyItem	yes	crates/wow-world/src/handlers/character.rs	handle_destroy_item	LoggedIn	Inplace	-
421	CMSG_DF_BOOT_PLAYER_VOTE	0x3618	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleLfgSetBootVoteOpcode	game/Handlers/LFGHandler.cpp	93	handlers.md	DfBootPlayerVote	no	-	-	-	-	missing_rust_dispatch
422	CMSG_DF_CONFIRM_EXPAND_SEARCH	0xBADD	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleDfConfirmExpandSearch	game/Handlers/LFGHandler.cpp	961	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
423	CMSG_DF_GET_JOIN_STATUS	0x3616	STATUS_LOGGEDIN	PROCESS_THREADSAFE	HandleDFGetJoinStatus	game/Handlers/LFGHandler.cpp	118	handlers.md	DfGetJoinStatus	yes	crates/wow-world/src/handlers/misc.rs	handle_df_get_join_status	LoggedIn	ThreadSafe	-
424	CMSG_DF_GET_SYSTEM_INFO	0x3615	STATUS_LOGGEDIN	PROCESS_THREADSAFE	HandleDFGetSystemInfo	game/Handlers/LFGHandler.cpp	108	handlers.md	DfGetSystemInfo	yes	crates/wow-world/src/handlers/misc.rs	handle_df_get_system_info	LoggedIn	ThreadSafe	-
425	CMSG_DF_JOIN	0x360B	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleLfgJoinOpcode	game/Handlers/LFGHandler.cpp	32	handlers.md	DfJoin	no	-	-	-	-	missing_rust_dispatch
426	CMSG_DF_LEAVE	0x3614	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleLfgLeaveOpcode	game/Handlers/LFGHandler.cpp	58	handlers.md	DfLeave	no	-	-	-	-	missing_rust_dispatch
427	CMSG_DF_PROPOSAL_RESPONSE	0x3609	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleLfgProposalResultOpcode	game/Handlers/LFGHandler.cpp	70	handlers.md	DfProposalResponse	no	-	-	-	-	missing_rust_dispatch
428	CMSG_DF_READY_CHECK_RESPONSE	0x361C	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDfReadyCheckResponse	game/Handlers/LFGHandler.cpp	967	handlers.md	DfReadyCheckResponse	no	-	-	-	-	missing_rust_dispatch
429	CMSG_DF_SET_ROLES	0x3617	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleLfgSetRolesOpcode	game/Handlers/LFGHandler.cpp	77	handlers.md	DfSetRoles	no	-	-	-	-	missing_rust_dispatch
430	CMSG_DF_TELEPORT	0x3619	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleLfgTeleportOpcode	game/Handlers/LFGHandler.cpp	101	handlers.md	DfTeleport	no	-	-	-	-	missing_rust_dispatch
431	CMSG_DISCARDED_TIME_SYNC_ACKS	0x3A41	STATUS_LOGGEDIN	PROCESS_THREADSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	DiscardedTimeSyncAcks	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
432	CMSG_DISMISS_CRITTER	0x34F9	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDismissCritter	game/Handlers/PetHandler.cpp	42	handlers.md	DismissCritter	no	-	-	-	-	missing_rust_dispatch
433	CMSG_DO_COUNTDOWN	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
434	CMSG_DO_MASTER_LOOT_ROLL	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
435	CMSG_DO_READY_CHECK	0x3635	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDoReadyCheckOpcode	game/Handlers/GroupHandler.cpp	553	handlers.md	DoReadyCheck	no	-	-	-	-	missing_rust_dispatch
436	CMSG_DUEL_RESPONSE	0x34E2	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleDuelResponseOpcode	game/Handlers/DuelHandler.cpp	50	handlers.md	DuelResponse	no	-	-	-	-	missing_rust_dispatch
437	CMSG_EJECT_PASSENGER	0x323C	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleEjectPassenger	game/Handlers/VehicleHandler.cpp	142	handlers.md	EjectPassenger	yes	crates/wow-world/src/handlers/vehicle.rs	handle_eject_passenger	LoggedIn	ThreadUnsafe	-
438	CMSG_EMOTE	0x3541	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleEmoteOpcode	game/Handlers/ChatHandler.cpp	664	handlers.md	Emote	yes	crates/wow-world/src/handlers/chat.rs	handle_emote	LoggedIn	Inplace	-
439	CMSG_ENABLE_NAGLE	0x376B	STATUS_NEVER	PROCESS_INPLACE	Handle_EarlyProccess	game/Server/WorldSession.cpp	808	server.md	EnableNagle	no	-	-	-	-	missing_rust_dispatch,cpp_early_process
440	CMSG_ENABLE_TAXI_NODE	0x34A9	STATUS_LOGGEDIN	PROCESS_THREADSAFE	HandleEnableTaxiNodeOpcode	game/Handlers/TaxiHandler.cpp	34	handlers.md	EnableTaxiNode	no	-	-	-	-	missing_rust_dispatch
441	CMSG_ENGINE_SURVEY	0x36EB	STATUS_LOGGEDIN	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	EngineSurvey	no	-	-	-	-	missing_rust_dispatch,cpp_unhandled_null
442	CMSG_ENTER_ENCRYPTED_MODE_ACK	0x3767	STATUS_NEVER	PROCESS_INPLACE	Handle_EarlyProccess	game/Server/WorldSession.cpp	808	server.md	EnterEncryptedModeAck	no	-	-	-	-	missing_rust_dispatch,cpp_early_process
443	CMSG_ENUM_CHARACTERS	0x35E9	STATUS_AUTHED	PROCESS_THREADUNSAFE	HandleCharEnumOpcode	game/Handlers/CharacterHandler.cpp	408	handlers.md	EnumCharacters	yes	crates/wow-world/src/handlers/character.rs	handle_enum_characters	Authed	ThreadUnsafe	-
444	CMSG_ENUM_CHARACTERS_DELETED_BY_CLIENT	0x36E5	STATUS_AUTHED	PROCESS_THREADUNSAFE	HandleCharUndeleteEnumOpcode	game/Handlers/CharacterHandler.cpp	428	handlers.md	EnumCharactersDeletedByClient	no	-	-	-	-	missing_rust_dispatch
445	CMSG_FAR_SIGHT	0x34E8	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleFarSightOpcode	game/Handlers/MiscHandler.cpp	863	handlers.md	FarSight	no	-	-	-	-	missing_rust_dispatch
446	CMSG_GAME_EVENT_DEBUG_DISABLE	0x31B2	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleGameEventDebugDisable	game/Handlers/MiscHandler.cpp	1429	handlers.md	GameEventDebugDisable	no	-	-	-	-	missing_rust_dispatch
447	CMSG_GAME_EVENT_DEBUG_ENABLE	0x31B1	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleGameEventDebugEnable	game/Handlers/MiscHandler.cpp	1421	handlers.md	GameEventDebugEnable	no	-	-	-	-	missing_rust_dispatch
448	CMSG_GAME_OBJ_REPORT_USE	0x34EF	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleGameobjectReportUse	game/Handlers/SpellHandler.cpp	213	handlers.md	GameObjReportUse	yes	crates/wow-world/src/handlers/misc.rs	handle_game_obj_report_use	LoggedIn	Inplace	-
449	CMSG_GAME_OBJ_USE	0x34EE	STATUS_LOGGEDIN	PROCESS_INPLACE	HandleGameObjectUseOpcode	game/Handlers/SpellHandler.cpp	200	handlers.md	GameObjUse	yes	crates/wow-world/src/handlers/misc.rs	handle_game_obj_use	LoggedIn	Inplace	-
450	CMSG_GARRISON_ADD_FOLLOWER_HEALTH	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
451	CMSG_GARRISON_ASSIGN_FOLLOWER_TO_BUILDING	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
452	CMSG_GARRISON_CANCEL_CONSTRUCTION	0xBADD	STATUS_LOGGEDIN	PROCESS_THREADUNSAFE	HandleGarrisonCancelConstruction	game/Handlers/GarrisonHandler.cpp	32	handlers.md	-	no	-	-	-	-	missing_rust_opcode_constant
453	CMSG_GARRISON_CHECK_UPGRADEABLE	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
454	CMSG_GARRISON_COMPLETE_MISSION	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
455	CMSG_GARRISON_FULLY_HEAL_ALL_FOLLOWERS	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
456	CMSG_GARRISON_GENERATE_RECRUITS	0xBADD	STATUS_UNHANDLED	PROCESS_INPLACE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
457	CMSG_GARRISON_GET_CLASS_SPEC_CATEGORY_INFO	0xBADD	STATUS_UNHANDLED	PROCESS_THREADUNSAFE	Handle_NULL	game/Server/WorldSession.cpp	803	server.md	-	no	-	-	-	-	missing_rust_opcode_constant,cpp_unhandled_null
