family	subfamily	script_name	base_class	cxx_ref	rust_status	notes
Battlefield	BattlefieldWG.cpp	npc_wg_give_promotion_credit	CreatureScript	src/server/scripts/Battlefield/BattlefieldWG.cpp:1	missing	No Rust script implementation detected
Battlefield	BattlefieldWG.cpp	Battlefield_wintergrasp	BattlefieldScript	src/server/scripts/Battlefield/BattlefieldWG.cpp:2	missing	No Rust script implementation detected
Commands	cs_account.cpp	account_commandscript	CommandScript	src/server/scripts/Commands/cs_account.cpp:1	missing	No Rust script implementation detected
Commands	cs_achievement.cpp	achievement_commandscript	CommandScript	src/server/scripts/Commands/cs_achievement.cpp:1	missing	No Rust script implementation detected
Commands	cs_ahbot.cpp	ahbot_commandscript	CommandScript	src/server/scripts/Commands/cs_ahbot.cpp:1	missing	No Rust script implementation detected
Commands	cs_arena.cpp	arena_commandscript	CommandScript	src/server/scripts/Commands/cs_arena.cpp:1	missing	No Rust script implementation detected
Commands	cs_ban.cpp	ban_commandscript	CommandScript	src/server/scripts/Commands/cs_ban.cpp:1	missing	No Rust script implementation detected
Commands	cs_battlenet_account.cpp	battlenet_account_commandscript	CommandScript	src/server/scripts/Commands/cs_battlenet_account.cpp:1	missing	No Rust script implementation detected
Commands	cs_bf.cpp	bf_commandscript	CommandScript	src/server/scripts/Commands/cs_bf.cpp:1	missing	No Rust script implementation detected
Commands	cs_cast.cpp	cast_commandscript	CommandScript	src/server/scripts/Commands/cs_cast.cpp:1	missing	No Rust script implementation detected
Commands	cs_character.cpp	character_commandscript	CommandScript	src/server/scripts/Commands/cs_character.cpp:1	missing	No Rust script implementation detected
Commands	cs_cheat.cpp	cheat_commandscript	CommandScript	src/server/scripts/Commands/cs_cheat.cpp:1	missing	No Rust script implementation detected
Commands	cs_debug.cpp	debug_commandscript	CommandScript	src/server/scripts/Commands/cs_debug.cpp:1	missing	No Rust script implementation detected
Commands	cs_deserter.cpp	deserter_commandscript	CommandScript	src/server/scripts/Commands/cs_deserter.cpp:1	missing	No Rust script implementation detected
Commands	cs_disable.cpp	disable_commandscript	CommandScript	src/server/scripts/Commands/cs_disable.cpp:1	missing	No Rust script implementation detected
Commands	cs_event.cpp	event_commandscript	CommandScript	src/server/scripts/Commands/cs_event.cpp:1	missing	No Rust script implementation detected
Commands	cs_gm.cpp	gm_commandscript	CommandScript	src/server/scripts/Commands/cs_gm.cpp:1	missing	No Rust script implementation detected
Commands	cs_go.cpp	go_commandscript	CommandScript	src/server/scripts/Commands/cs_go.cpp:1	missing	No Rust script implementation detected
Commands	cs_gobject.cpp	gobject_commandscript	CommandScript	src/server/scripts/Commands/cs_gobject.cpp:1	missing	No Rust script implementation detected
Commands	cs_group.cpp	group_commandscript	CommandScript	src/server/scripts/Commands/cs_group.cpp:1	missing	No Rust script implementation detected
Commands	cs_guild.cpp	guild_commandscript	CommandScript	src/server/scripts/Commands/cs_guild.cpp:1	missing	No Rust script implementation detected
Commands	cs_honor.cpp	honor_commandscript	CommandScript	src/server/scripts/Commands/cs_honor.cpp:1	missing	No Rust script implementation detected
Commands	cs_instance.cpp	instance_commandscript	CommandScript	src/server/scripts/Commands/cs_instance.cpp:1	missing	No Rust script implementation detected
Commands	cs_learn.cpp	learn_commandscript	CommandScript	src/server/scripts/Commands/cs_learn.cpp:1	missing	No Rust script implementation detected
Commands	cs_lfg.cpp	lfg_commandscript	CommandScript	src/server/scripts/Commands/cs_lfg.cpp:1	missing	No Rust script implementation detected
Commands	cs_list.cpp	list_commandscript	CommandScript	src/server/scripts/Commands/cs_list.cpp:1	missing	No Rust script implementation detected
Commands	cs_lookup.cpp	lookup_commandscript	CommandScript	src/server/scripts/Commands/cs_lookup.cpp:1	missing	No Rust script implementation detected
Commands	cs_message.cpp	message_commandscript	CommandScript	src/server/scripts/Commands/cs_message.cpp:1	missing	No Rust script implementation detected
Commands	cs_misc.cpp	misc_commandscript	CommandScript	src/server/scripts/Commands/cs_misc.cpp:1	missing	No Rust script implementation detected
Commands	cs_mmaps.cpp	mmaps_commandscript	CommandScript	src/server/scripts/Commands/cs_mmaps.cpp:1	missing	No Rust script implementation detected
Commands	cs_modify.cpp	modify_commandscript	CommandScript	src/server/scripts/Commands/cs_modify.cpp:1	missing	No Rust script implementation detected
Commands	cs_npc.cpp	npc_commandscript	CommandScript	src/server/scripts/Commands/cs_npc.cpp:1	missing	No Rust script implementation detected
Commands	cs_pet.cpp	pet_commandscript	CommandScript	src/server/scripts/Commands/cs_pet.cpp:1	missing	No Rust script implementation detected
Commands	cs_quest.cpp	quest_commandscript	CommandScript	src/server/scripts/Commands/cs_quest.cpp:1	missing	No Rust script implementation detected
Commands	cs_rbac.cpp	rbac_commandscript	CommandScript	src/server/scripts/Commands/cs_rbac.cpp:1	missing	No Rust script implementation detected
Commands	cs_reload.cpp	reload_commandscript	CommandScript	src/server/scripts/Commands/cs_reload.cpp:1	missing	No Rust script implementation detected
Commands	cs_reset.cpp	reset_commandscript	CommandScript	src/server/scripts/Commands/cs_reset.cpp:1	missing	No Rust script implementation detected
Commands	cs_scene.cpp	scene_commandscript	CommandScript	src/server/scripts/Commands/cs_scene.cpp:1	missing	No Rust script implementation detected
Commands	cs_send.cpp	send_commandscript	CommandScript	src/server/scripts/Commands/cs_send.cpp:1	missing	No Rust script implementation detected
Commands	cs_server.cpp	server_commandscript	CommandScript	src/server/scripts/Commands/cs_server.cpp:1	missing	No Rust script implementation detected
Commands	cs_tele.cpp	tele_commandscript	CommandScript	src/server/scripts/Commands/cs_tele.cpp:1	missing	No Rust script implementation detected
Commands	cs_ticket.cpp	ticket_commandscript	CommandScript	src/server/scripts/Commands/cs_ticket.cpp:1	missing	No Rust script implementation detected
Commands	cs_titles.cpp	titles_commandscript	CommandScript	src/server/scripts/Commands/cs_titles.cpp:1	missing	No Rust script implementation detected
Commands	cs_wp.cpp	wp_commandscript	CommandScript	src/server/scripts/Commands/cs_wp.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ArathiBasin	spell_bg_ab_blacksmith_working	AuraScript	src/server/scripts/EasternKingdoms/ArathiBasin/arathi_basin.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	go_shadowforge_brazier	GameObjectScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/blackrock_depths.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	at_ring_of_law	AreaTriggerScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/blackrock_depths.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	npc_grimstone	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/blackrock_depths.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	npc_phalanx	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/blackrock_depths.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	npc_lokhtos_darkbargainer	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/blackrock_depths.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	npc_rocknot	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/blackrock_depths.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_ambassador_flamelash	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_ambassador_flamelash.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	go_direbrew_mole_machine	GameObjectScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_coren_direbrew.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_direbrew_summon_mole_machine_target_picker	SpellScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_coren_direbrew.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_send_mug_target_picker	SpellScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_coren_direbrew.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_request_second_mug	SpellScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_coren_direbrew.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_send_mug_control_aura	AuraScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_coren_direbrew.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_barreled_control_aura	AuraScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_coren_direbrew.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_direbrew_disarm	AuraScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_coren_direbrew.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_emperor_dagran_thaurissan	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_emperor_dagran_thaurissan.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_general_angerforge	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_general_angerforge.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_high_interrogator_gerstahn	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_high_interrogator_gerstahn.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_magmus	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_magmus.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	npc_ironhand_guardian	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_magmus.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_moira_bronzebeard	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_moira_bronzebeard.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_gloomrel	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_tomb_of_seven.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_doomrel	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/boss_tomb_of_seven.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	instance_blackrock_depths	InstanceMapScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockDepths/instance_blackrock_depths.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	boss_the_beast	CreatureScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockSpire/boss_the_beast.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	instance_blackrock_spire	InstanceMapScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockSpire/instance_blackrock_spire.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	at_dragonspire_hall	AreaTriggerScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockSpire/instance_blackrock_spire.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	at_blackrock_stadium	AreaTriggerScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockSpire/instance_blackrock_spire.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	at_nearby_scarshield_infiltrator	AreaTriggerScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackrockSpire/instance_blackrock_spire.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_egg_event	SpellScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackwingLair/boss_razorgore.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_vael_burning_adrenaline	AuraScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackwingLair/boss_vaelastrasz.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	instance_blackwing_lair	InstanceMapScript	src/server/scripts/EasternKingdoms/BlackrockMountain/BlackwingLair/instance_blackwing_lair.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_baron_geddon_inferno	AuraScript	src/server/scripts/EasternKingdoms/BlackrockMountain/MoltenCore/boss_baron_geddon.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	spell_shazzrah_gate_dummy	SpellScript	src/server/scripts/EasternKingdoms/BlackrockMountain/MoltenCore/boss_shazzrah.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	BlackrockMountain	instance_molten_core	InstanceMapScript	src/server/scripts/EasternKingdoms/BlackrockMountain/MoltenCore/instance_molten_core.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Deadmines	boss_mr_smite	CreatureScript	src/server/scripts/EasternKingdoms/Deadmines/boss_mr_smite.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Deadmines	instance_deadmines	InstanceMapScript	src/server/scripts/EasternKingdoms/Deadmines/instance_deadmines.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Gnomeregan	npc_blastmaster_emi_shortfuse	CreatureScript	src/server/scripts/EasternKingdoms/Gnomeregan/gnomeregan.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Gnomeregan	boss_grubbis	CreatureScript	src/server/scripts/EasternKingdoms/Gnomeregan/gnomeregan.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Gnomeregan	instance_gnomeregan	InstanceMapScript	src/server/scripts/EasternKingdoms/Gnomeregan/instance_gnomeregan.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_curator	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_curator.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_curator_astral_flare	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_curator.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_maiden_of_virtue	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_maiden_of_virtue.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_attumen	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_midnight.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_midnight	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_midnight.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_moroes	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_moroes.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_baroness_dorothea_millstipe	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_moroes.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_baron_rafe_dreuger	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_moroes.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_lady_catriona_von_indi	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_moroes.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_lady_keira_berrybuck	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_moroes.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_lord_robin_daris	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_moroes.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_lord_crispin_ference	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_moroes.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_netherspite	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_netherspite.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_nightbane	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_nightbane.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	spell_rain_of_bones	SpellScriptLoader	src/server/scripts/EasternKingdoms/Karazhan/boss_nightbane.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	spell_rain_of_bones_AuraScript	AuraScript	src/server/scripts/EasternKingdoms/Karazhan/boss_nightbane.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	go_blackened_urn	GameObjectScript	src/server/scripts/EasternKingdoms/Karazhan/boss_nightbane.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	netherspite_infernal	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_prince_malchezaar.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_malchezaar	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_prince_malchezaar.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_shade_of_aran	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_shade_of_aran.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_aran_elemental	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_shade_of_aran.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_terestian_illhoof	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_terestian_illhoof.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_kilrek	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_terestian_illhoof.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_demon_chain	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_terestian_illhoof.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_fiendish_portal	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_terestian_illhoof.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_fiendish_imp	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/boss_terestian_illhoof.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_dorothee	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_tito	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_strawman	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_tinhead	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_roar	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_crone	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_cyclone	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_grandmother	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_bigbadwolf	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_julianne	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	boss_romulo	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/bosses_opera.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	instance_karazhan	InstanceMapScript	src/server/scripts/EasternKingdoms/Karazhan/instance_karazhan.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_barnes	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/karazhan.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	Karazhan	npc_image_of_medivh	CreatureScript	src/server/scripts/EasternKingdoms/Karazhan/karazhan.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	spell_felblood_kaelthas_flame_strike	AuraScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_felblood_kaelthas.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_priestess_delrissa	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_kagani_nightstrike	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_ellris_duskhallow	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_eramas_brightblaze	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_yazzai	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_warlord_salaris	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_garaxxas	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_apoko	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_zelfan	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	npc_high_explosive_sheep	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_priestess_delrissa.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_selin_fireheart	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_selin_fireheart.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	npc_fel_crystal	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_selin_fireheart.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	boss_vexallus	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_vexallus.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	npc_pure_energy	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/boss_vexallus.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	instance_magisters_terrace	InstanceMapScript	src/server/scripts/EasternKingdoms/MagistersTerrace/instance_magisters_terrace.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	MagistersTerrace	npc_kalecgos	CreatureScript	src/server/scripts/EasternKingdoms/MagistersTerrace/magisters_terrace.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_unworthy_initiate	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_unworthy_initiate_anchor	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	go_acherus_soul_prison	GameObjectScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	spell_death_knight_initiate_visual	SpellScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_death_knight_initiate	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_salanar_the_horseman	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	spell_stable_master_repo	AuraScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	spell_deliver_stolen_horse	SpellScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_ros_dark_rider	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_dkc1_gothik	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	spell_gift_of_the_harvester	SpellScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	spell_chapter1_runeforging_credit	SpellScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter1.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_scarlet_courier	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter2.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_a_special_surprise	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter2.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	spell_death_knight_devour_humanoid	SpellScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter2.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_highlord_darion_mograine	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter5.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_the_lich_king_tirion_dawn	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/chapter5.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletEnclave	npc_valkyr_battle_maiden	CreatureScript	src/server/scripts/EasternKingdoms/ScarletEnclave/zone_the_scarlet_enclave.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletMonastery	spell_headless_horseman_yell_timer	AuraScript	src/server/scripts/EasternKingdoms/ScarletMonastery/boss_headless_horseman.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletMonastery	spell_headless_horseman_maniacal_laugh	AuraScript	src/server/scripts/EasternKingdoms/ScarletMonastery/boss_headless_horseman.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletMonastery	spell_headless_horseman_head_reposition	SpellScript	src/server/scripts/EasternKingdoms/ScarletMonastery/boss_headless_horseman.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletMonastery	spell_headless_horseman_send_head	SpellScript	src/server/scripts/EasternKingdoms/ScarletMonastery/boss_headless_horseman.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ScarletMonastery	spell_headless_horseman_head_periodic	AuraScript	src/server/scripts/EasternKingdoms/ScarletMonastery/boss_headless_horseman.cpp:1	missing	No Rust script implementation detected
