family	subfamily	script_name	base_class	cxx_ref	rust_status	notes
EasternKingdoms	ZulGurub	spell_mandokir_reanimate_ohgan	SpellScript	src/server/scripts/EasternKingdoms/ZulGurub/boss_mandokir.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ZulGurub	achievement_ohganot_so_fast	AchievementCriteriaScript	src/server/scripts/EasternKingdoms/ZulGurub/boss_mandokir.cpp:2	missing	No Rust script implementation detected
EasternKingdoms	ZulGurub	boss_zanzil	CreatureScript	src/server/scripts/EasternKingdoms/ZulGurub/boss_zanzil.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	ZulGurub	instance_zulgurub	InstanceMapScript	src/server/scripts/EasternKingdoms/ZulGurub/instance_zulgurub.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_blasted_lands.cpp	spell_razelikh_teleport_group	SpellScript	src/server/scripts/EasternKingdoms/zone_blasted_lands.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_blasted_lands.cpp	player_teleport_to_tanaan	PlayerScript	src/server/scripts/EasternKingdoms/zone_blasted_lands.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh.cpp	npc_frozen_mountaineer	CreatureScript	src/server/scripts/EasternKingdoms/zone_dun_morogh.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	npc_wounded_coldridge_mountaineer	CreatureScript	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	npc_wounded_milita	CreatureScript	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	npc_milos_gyro	CreatureScript	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	spell_a_trip_to_ironforge_quest_complete	SpellScriptLoader	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	spell_a_trip_to_ironforge_quest_complete_SpellScript	SpellScript	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	spell_follow_that_gyrocopter_quest_start	SpellScriptLoader	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	spell_follow_that_gyrocopter_quest_start_SpellScript	SpellScript	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	spell_low_health	SpellScriptLoader	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_dun_morogh_area_coldridge_valley.cpp	spell_low_health_SpellScript	SpellScript	src/server/scripts/EasternKingdoms/zone_dun_morogh_area_coldridge_valley.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_duskwood.cpp	boss_twilight_corrupter	CreatureScript	src/server/scripts/EasternKingdoms/zone_duskwood.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_duskwood.cpp	at_twilight_grove	AreaTriggerScript	src/server/scripts/EasternKingdoms/zone_duskwood.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_eastern_plaguelands.cpp	spell_eastern_plaguelands_test_fetid_skull	SpellScript	src/server/scripts/EasternKingdoms/zone_eastern_plaguelands.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_elwynn_forest.cpp	spell_stealth_vanessa_human_heritage	AuraScript	src/server/scripts/EasternKingdoms/zone_elwynn_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_elwynn_forest.cpp	conversation_an_unlikely_informant	ConversationScript	src/server/scripts/EasternKingdoms/zone_elwynn_forest.cpp:2	missing	No Rust script implementation detected
EasternKingdoms	zone_elwynn_forest.cpp	conversation_the_new_classington_estate	ConversationScript	src/server/scripts/EasternKingdoms/zone_elwynn_forest.cpp:2	missing	No Rust script implementation detected
EasternKingdoms	zone_hinterlands.cpp	npc_sharpbeak	CreatureScript	src/server/scripts/EasternKingdoms/zone_hinterlands.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_redridge_mountains.cpp	npc_dumpy_and_keeshan	CreatureScript	src/server/scripts/EasternKingdoms/zone_redridge_mountains.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_redridge_mountains.cpp	npc_big_earl	CreatureScript	src/server/scripts/EasternKingdoms/zone_redridge_mountains.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_redridge_mountains.cpp	npc_bridge_worker_alex	CreatureScript	src/server/scripts/EasternKingdoms/zone_redridge_mountains.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_redridge_mountains.cpp	npc_redridge_citizen	CreatureScript	src/server/scripts/EasternKingdoms/zone_redridge_mountains.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_magical_chains_hauler	AuraScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_raise_forsaken_83173	AuraScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_forsaken_trooper_masterscript_high_command	SpellScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_flurry_of_claws	AuraScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	at_silverpine_forsaken_rear_guard	AreaTriggerScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_despawn_all_summons_steel_thunder	SpellScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_pick_up_orc_crate	SpellScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_release_diseased_mutant_bush_chicken	SpellScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_free_webbed_victim_random	SpellScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_bond_of_the_valkyr	AuraScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_notify_agatha	SpellScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_forsaken_trooper_masterscript_fenris_isle	SpellScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	at_silverpine_no_escape	AreaTriggerScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_silverpine_forest.cpp	spell_silverpine_summon_fenris_keep_actors	SpellScript	src/server/scripts/EasternKingdoms/zone_silverpine_forest.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_undercity.cpp	npc_lady_sylvanas_windrunner	CreatureScript	src/server/scripts/EasternKingdoms/zone_undercity.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_undercity.cpp	npc_highborne_lamenter	CreatureScript	src/server/scripts/EasternKingdoms/zone_undercity.cpp:1	missing	No Rust script implementation detected
EasternKingdoms	zone_undercity.cpp	spell_undercity_bending_shinbone	SpellScript	src/server/scripts/EasternKingdoms/zone_undercity.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_giddyup	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_ram	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_ram_fatigue	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_apple_trap	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_exhausted_ram	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_relay_race_intro_force_player_to_throw	SpellScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_relay_race_turn_in	SpellScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_dismount_ram	SpellScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_barker_bunny	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_mount_transformation	SpellScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_botm_the_beast_within	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_botm_gassy	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_botm_bloated	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_botm_internal_combustion	AuraScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_botm_jungle_madness	SpellScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_botm_teach_language	SpellScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_botm_weak_alcohol	SpellScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	brewfest.cpp	spell_brewfest_botm_empty_bottle_throw_resolve	SpellScript	src/server/scripts/Events/brewfest.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_winterfin_playmate	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_snowfall_glade_playmate	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_the_biggest_tree	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_high_oracle_soo_roo	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_elder_kekek	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_the_etymidian	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_alexstraza_the_lifebinder	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	at_bring_your_orphan_to	AreaTriggerScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_cw_area_trigger	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	childrens_week.cpp	npc_grizzlemaw_cw_trigger	CreatureScript	src/server/scripts/Events/childrens_week.cpp:1	missing	No Rust script implementation detected
Events	darkmoon_faire.cpp	at_darkmoon_faire_entrance	AreaTriggerScript	src/server/scripts/Events/darkmoon_faire.cpp:1	missing	No Rust script implementation detected
Events	fireworks_show.cpp	go_cheer_speaker	GameObjectScript	src/server/scripts/Events/fireworks_show.cpp:1	missing	No Rust script implementation detected
Events	hallows_end.cpp	spell_hallow_end_candy	SpellScript	src/server/scripts/Events/hallows_end.cpp:1	missing	No Rust script implementation detected
Events	hallows_end.cpp	spell_hallow_end_candy_pirate	AuraScript	src/server/scripts/Events/hallows_end.cpp:1	missing	No Rust script implementation detected
Events	hallows_end.cpp	spell_hallow_end_trick	SpellScript	src/server/scripts/Events/hallows_end.cpp:1	missing	No Rust script implementation detected
Events	hallows_end.cpp	spell_hallow_end_trick_or_treat	SpellScript	src/server/scripts/Events/hallows_end.cpp:1	missing	No Rust script implementation detected
Events	hallows_end.cpp	spell_hallow_end_tricky_treat	SpellScript	src/server/scripts/Events/hallows_end.cpp:1	missing	No Rust script implementation detected
Events	hallows_end.cpp	spell_hallow_end_wand	SpellScript	src/server/scripts/Events/hallows_end.cpp:1	missing	No Rust script implementation detected
Events	hallows_end.cpp	spell_hallows_end_powder_blast	AuraScript	src/server/scripts/Events/hallows_end.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_romantic_picnic	AuraScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_create_heart_candy	SpellScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_fragrant_air_analysis	SpellScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_heavily_perfumed	AuraScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_recently_analyzed	AuraScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_sample_satisfaction	AuraScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_service_uniform	AuraScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_cancel_service_uniform	SpellScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	love_is_in_the_air.cpp	spell_love_is_in_the_air_perfume_cologne_immune	SpellScript	src/server/scripts/Events/love_is_in_the_air.cpp:1	missing	No Rust script implementation detected
Events	lunar_festival.cpp	spell_lunar_festival_elune_candle	SpellScript	src/server/scripts/Events/lunar_festival.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_braziers_hit	AuraScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_torch_target_picker	SpellScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_torch_toss_land	SpellScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_test_ribbon_pole_channel	AuraScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_ribbon_pole_periodic_visual	AuraScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_juggle_torch	SpellScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_torch_catch	SpellScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_fling_torch	SpellScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_fling_torch_triggered	SpellScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_fling_torch_catch	SpellScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	midsummer.cpp	spell_midsummer_fling_torch_missed	SpellScript	src/server/scripts/Events/midsummer.cpp:1	missing	No Rust script implementation detected
Events	operation_gnomeregan.cpp	spell_operation_gnomeregan_basic_orders_emote	AuraScript	src/server/scripts/Events/operation_gnomeregan.cpp:1	missing	No Rust script implementation detected
Events	pilgrims_bounty.cpp	spell_pilgrims_bounty_buff_food	AuraScript	src/server/scripts/Events/pilgrims_bounty.cpp:1	missing	No Rust script implementation detected
Events	pilgrims_bounty.cpp	spell_pilgrims_bounty_feast_on	SpellScript	src/server/scripts/Events/pilgrims_bounty.cpp:1	missing	No Rust script implementation detected
Events	pilgrims_bounty.cpp	spell_pilgrims_bounty_turkey_tracker	SpellScript	src/server/scripts/Events/pilgrims_bounty.cpp:1	missing	No Rust script implementation detected
Events	pilgrims_bounty.cpp	spell_pilgrims_bounty_well_fed	SpellScript	src/server/scripts/Events/pilgrims_bounty.cpp:1	missing	No Rust script implementation detected
Events	pilgrims_bounty.cpp	spell_pilgrims_bounty_on_plate	SpellScript	src/server/scripts/Events/pilgrims_bounty.cpp:1	missing	No Rust script implementation detected
Events	pilgrims_bounty.cpp	spell_pilgrims_bounty_a_serving_of	AuraScript	src/server/scripts/Events/pilgrims_bounty.cpp:1	missing	No Rust script implementation detected
Events	winter_veil.cpp	spell_winter_veil_mistletoe	SpellScript	src/server/scripts/Events/winter_veil.cpp:1	missing	No Rust script implementation detected
Events	winter_veil.cpp	spell_winter_veil_px_238_winter_wondervolt	SpellScript	src/server/scripts/Events/winter_veil.cpp:1	missing	No Rust script implementation detected
Events	winter_veil.cpp	spell_winter_veil_reindeer_transformation	SpellScript	src/server/scripts/Events/winter_veil.cpp:1	missing	No Rust script implementation detected
Events	zalazane_fall.cpp	spell_mount_check	AuraScript	src/server/scripts/Events/zalazane_fall.cpp:1	missing	No Rust script implementation detected
Events	zalazane_fall.cpp	spell_voljin_war_drums	SpellScript	src/server/scripts/Events/zalazane_fall.cpp:1	missing	No Rust script implementation detected
Kalimdor	BlackfathomDeeps	spell_subjugator_korul_darkness_calls	SpellScriptLoader	src/server/scripts/Kalimdor/BlackfathomDeeps/blackfathom_deeps.cpp:1	missing	No Rust script implementation detected
Kalimdor	BlackfathomDeeps	spell_subjugator_korul_darkness_calls_SpellScript	SpellScript	src/server/scripts/Kalimdor/BlackfathomDeeps/blackfathom_deeps.cpp:1	missing	No Rust script implementation detected
Kalimdor	BlackfathomDeeps	instance_blackfathom_deeps	InstanceMapScript	src/server/scripts/Kalimdor/BlackfathomDeeps/instance_blackfathom_deeps.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_anetheron	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_anetheron.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_towering_infernal	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_anetheron.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_anetheron_vampiric_aura	SpellScriptLoader	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_anetheron.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_anetheron_vampiric_aura_AuraScript	AuraScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_anetheron.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_ancient_wisp	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_archimonde.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_doomfire	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_archimonde.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_doomfire_targetting	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_archimonde.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_archimonde	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_archimonde.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_archimonde_drain_world_tree_dummy	SpellScriptLoader	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_archimonde.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_archimonde_drain_world_tree_dummy_SpellScript	SpellScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_archimonde.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_protection_of_elune	AuraScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_archimonde.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_azgalor	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_azgalor.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_lesser_doomguard	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_azgalor.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_kazrogal	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_kazrogal.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_mark_of_kazrogal	SpellScriptLoader	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_kazrogal.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_mark_of_kazrogal_SpellScript	SpellScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_kazrogal.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_mark_of_kazrogal_AuraScript	AuraScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_kazrogal.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_rage_winterchill	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/boss_rage_winterchill.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_jaina_proudmoore	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_thrall	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_tyrande_whisperwind	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_giant_infernal	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_abomination	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_ghoul	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_necromancer	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_banshee	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_crypt_fiend	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_fel_stalker	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_frost_wyrm	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_gargoyle	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	alliance_rifleman	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/hyjal_trash.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	instance_hyjal	InstanceMapScript	src/server/scripts/Kalimdor/CavernsOfTime/BattleForMountHyjal/instance_hyjal.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_epoch	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/boss_chrono_lord_epoch.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_infinite_corruptor	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/boss_infinite_corruptor.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_mal_ganis	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/boss_mal_ganis.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_meathook	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/boss_meathook.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	boss_salramm	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/boss_salramm_the_fleshcrafter.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	spell_salramm_steal_flesh	AuraScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/boss_salramm_the_fleshcrafter.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_hearthsinger_forresten_cot	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/culling_of_stratholme.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	at_stratholme_inn_stairs_cot	AreaTriggerScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/culling_of_stratholme.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_chromie_start	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/culling_of_stratholme.cpp:1	missing	No Rust script implementation detected
Kalimdor	CavernsOfTime	npc_chromie_middle	CreatureScript	src/server/scripts/Kalimdor/CavernsOfTime/CullingOfStratholme/culling_of_stratholme.cpp:1	missing	No Rust script implementation detected
